Species,Fishing.Area,Month,Weight.g,Length.cm,Width.cm,Height.cm,Age.years,Quality.Score,Season.Availability,Cost.TL,Wind.Speed.kmh,Sea.Surface.Temp.C,Active.Fishing.Days,Production.Volume.tonnes,Fishing.Ban.Flag,Price.TL
Çipura (Sea Bream),Aegean Sea,7,419.01,24.24,3.91,3.48,17,88.34,0.99,47.42,29.78,12.78,21,1808.43,0,354.17
Palamut (Bonito),Mediterranean Sea,3,680.94,41.98,4.45,6.1,8,83.17,0.7,71.27,29.03,16.12,22,4421.69,0,347.21
Palamut (Bonito),Aegean Sea,3,659.28,37.25,5.15,4.76,3,100.0,0.53,55.39,75.65,14.39,10,1567.66,0,355.27
Hamsi (Anchovy),Mediterranean Sea,6,100.89,6.72,0.58,1.57,16,93.13,0.58,31.43,58.53,27.2,10,1570.49,0,207.77
Levrek (Sea Bass),Black Sea,7,406.83,23.07,2.89,2.63,7,80.77,0.67,55.87,40.57,13.08,17,2220.06,1,294.27
Levrek (Sea Bass),Aegean Sea,10,551.42,31.71,3.71,3.93,2,80.3,0.52,42.99,58.98,16.57,13,1404.71,0,324.11
Levrek (Sea Bass),Black Sea,8,437.66,27.87,4.2,2.7,6,100.0,0.55,48.17,70.54,15.39,10,1593.96,0,311.51
Lüfer (Bluefish),Aegean Sea,2,649.31,37.71,4.84,5.05,13,81.08,0.68,64.82,37.74,18.36,19,3386.43,0,297.68
Kalkan (Turbot),Aegean Sea,8,601.79,33.82,4.78,4.87,8,92.73,0.54,62.98,72.01,12.07,10,1235.95,0,332.78
Kalkan (Turbot),Aegean Sea,8,738.29,45.17,5.68,5.63,13,74.94,0.52,61.68,21.15,24.62,23,3521.82,0,218.76
Lüfer (Bluefish),Mediterranean Sea,6,545.16,32.79,5.18,4.07,12,84.66,0.33,48.14,79.54,19.0,10,1831.49,1,182.91
Kalkan (Turbot),Aegean Sea,12,630.09,37.51,5.11,4.66,11,85.36,0.46,53.34,68.7,17.95,10,1426.65,0,258.2
Hamsi (Anchovy),Aegean Sea,5,119.76,9.43,1.66,0.73,14,86.43,0.74,31.05,74.69,13.84,10,915.88,1,225.58
Lüfer (Bluefish),Marmara Sea,9,675.86,37.46,5.34,4.97,18,100.0,0.82,67.02,10.51,22.03,28,2234.14,0,311.94
Hamsi (Anchovy),Aegean Sea,9,135.41,6.58,1.14,1.17,6,100.0,0.34,22.89,77.33,24.91,10,1281.73,0,205.5
Hamsi (Anchovy),Aegean Sea,10,153.43,9.76,1.73,1.02,12,89.91,0.57,43.67,39.49,16.43,18,1546.97,0,263.11
Çipura (Sea Bream),Mediterranean Sea,12,542.43,32.71,3.61,4.75,9,86.45,0.54,57.39,66.71,17.24,10,1563.1,0,307.83
Hamsi (Anchovy),Black Sea,3,106.03,8.9,1.32,1.02,11,90.31,0.66,23.97,54.43,10.83,14,2795.97,0,284.83
Lüfer (Bluefish),Mediterranean Sea,7,677.13,37.96,5.65,4.58,4,87.58,0.49,56.43,9.04,27.66,28,2456.38,0,332.89
Lüfer (Bluefish),Mediterranean Sea,7,451.06,25.61,3.32,3.53,7,99.05,0.65,55.21,10.86,22.09,26,3666.42,0,357.41
Levrek (Sea Bass),Aegean Sea,1,595.51,34.71,5.25,4.63,7,99.99,0.53,63.34,49.49,23.94,12,1164.41,0,333.82
İstavrit (Horse Mackerel),Mediterranean Sea,9,287.83,18.2,1.74,2.91,7,91.64,0.34,29.41,78.09,21.35,10,1106.65,0,288.23
Palamut (Bonito),Aegean Sea,1,681.36,36.67,5.28,4.53,14,100.0,0.54,70.59,36.67,17.18,17,3324.89,0,251.63
Kalkan (Turbot),Marmara Sea,11,747.0,44.39,6.07,5.26,2,91.82,0.66,57.61,72.02,19.68,10,1124.53,0,367.77
Levrek (Sea Bass),Black Sea,8,537.24,32.42,4.06,4.45,13,91.59,0.55,54.78,70.24,21.8,12,1496.49,0,254.05
Kalkan (Turbot),Black Sea,10,644.53,37.23,4.91,4.68,3,100.0,0.65,70.83,55.29,14.55,14,1372.5,0,378.38
Palamut (Bonito),Black Sea,11,754.4,41.54,5.88,6.05,17,90.42,0.74,70.96,64.4,12.63,10,1033.51,0,320.18
Palamut (Bonito),Aegean Sea,4,565.94,36.51,4.4,4.33,8,100.0,0.5,61.3,78.83,16.92,10,1496.84,0,348.77
Hamsi (Anchovy),Black Sea,2,143.35,7.32,0.85,0.62,5,98.26,0.95,24.69,66.64,21.42,10,1847.41,0,380.53
Çipura (Sea Bream),Mediterranean Sea,6,400.69,23.96,2.64,3.42,3,90.36,0.81,39.52,75.26,22.4,10,1802.77,0,382.65
İstavrit (Horse Mackerel),Mediterranean Sea,9,206.97,11.82,2.18,2.27,14,90.12,0.47,40.02,58.25,18.86,12,2145.29,0,204.38
Kalkan (Turbot),Marmara Sea,1,620.68,34.08,5.02,4.34,1,91.61,0.71,64.94,40.63,23.33,17,1691.69,0,423.44
Çipura (Sea Bream),Marmara Sea,7,573.69,33.23,4.0,5.19,2,99.08,0.82,51.41,54.99,22.43,11,982.37,0,455.76
Lüfer (Bluefish),Marmara Sea,3,562.74,32.46,3.94,5.02,18,81.06,0.48,47.85,5.34,23.6,28,3493.97,0,180.0
Hamsi (Anchovy),Aegean Sea,5,150.78,8.16,1.68,1.57,19,93.03,0.34,43.65,21.8,21.21,24,2385.08,0,180.0
Lüfer (Bluefish),Black Sea,3,675.93,36.21,5.66,5.35,13,82.54,0.42,51.91,69.28,13.89,11,1070.01,0,242.91
Kalkan (Turbot),Black Sea,11,713.34,41.41,5.96,5.69,12,85.87,0.69,68.53,22.37,16.28,24,4392.19,0,309.54
Lüfer (Bluefish),Aegean Sea,11,637.62,37.93,4.54,5.16,15,85.05,0.97,56.07,59.85,18.36,10,1546.09,0,388.44
Lüfer (Bluefish),Black Sea,4,616.71,36.91,4.42,4.23,10,82.6,0.4,47.44,62.11,15.68,10,1231.32,0,248.97
Levrek (Sea Bass),Marmara Sea,6,453.81,28.3,4.05,3.31,18,91.68,0.39,42.13,24.89,16.97,21,1738.19,0,180.0
Levrek (Sea Bass),Marmara Sea,10,567.72,32.32,4.43,4.75,10,100.0,0.34,51.63,17.85,17.99,22,2877.64,0,217.13
Kalkan (Turbot),Black Sea,9,663.22,36.43,5.0,5.13,16,91.88,0.72,52.02,53.56,15.97,13,1370.74,0,275.13
İstavrit (Horse Mackerel),Mediterranean Sea,2,267.41,15.39,1.91,2.24,6,81.71,0.49,40.09,60.24,27.12,13,1499.95,0,210.38
İstavrit (Horse Mackerel),Marmara Sea,3,201.48,12.96,2.11,1.09,12,86.96,0.32,33.68,17.65,23.05,24,4475.43,0,180.0
Hamsi (Anchovy),Mediterranean Sea,4,161.1,9.95,0.84,1.13,17,79.06,0.56,46.24,5.31,19.8,28,4168.26,0,180.0
Kalkan (Turbot),Mediterranean Sea,10,613.78,35.43,4.79,4.52,5,96.85,0.51,59.58,19.14,23.58,24,4042.35,0,286.76
İstavrit (Horse Mackerel),Aegean Sea,9,211.2,12.88,1.25,2.13,11,92.54,0.37,45.69,54.49,19.82,13,942.35,0,195.84
Kalkan (Turbot),Marmara Sea,8,648.54,39.46,4.64,4.85,15,97.14,0.65,56.94,57.76,17.54,15,2712.12,0,262.85
Lüfer (Bluefish),Mediterranean Sea,6,596.22,35.75,4.77,4.23,10,95.29,0.51,67.0,70.73,23.11,10,1022.26,0,266.99
Levrek (Sea Bass),Marmara Sea,6,604.83,34.97,4.45,4.51,17,89.22,0.48,47.28,24.95,16.95,21,3418.42,0,180.0
Lüfer (Bluefish),Mediterranean Sea,2,693.09,40.55,5.44,5.26,6,100.0,0.57,68.53,78.38,19.73,10,1069.2,0,344.74
Lüfer (Bluefish),Mediterranean Sea,9,648.74,36.08,5.03,5.12,14,93.48,0.88,51.44,65.5,22.79,10,1060.51,0,389.77
Çipura (Sea Bream),Black Sea,3,388.93,24.94,3.09,2.68,4,84.71,0.47,55.97,27.82,11.74,21,4012.27,0,255.58
İstavrit (Horse Mackerel),Aegean Sea,12,217.18,15.87,1.86,1.43,6,85.95,0.37,41.83,78.0,18.52,10,1530.89,0,206.34
Çipura (Sea Bream),Mediterranean Sea,3,563.99,34.33,4.43,4.5,14,88.36,0.32,44.64,21.98,26.21,24,2440.88,0,244.42
Kalkan (Turbot),Black Sea,5,713.0,41.86,5.04,5.68,18,83.69,0.63,59.67,24.02,10.17,24,2876.82,0,255.51
Hamsi (Anchovy),Aegean Sea,1,177.23,12.9,1.31,1.52,1,90.54,0.96,42.85,34.92,19.26,20,2990.65,0,427.97
Lüfer (Bluefish),Marmara Sea,7,482.94,29.35,4.01,3.95,4,94.7,0.36,62.46,70.8,17.67,10,989.39,0,315.89
Lüfer (Bluefish),Black Sea,6,606.62,36.21,5.23,4.99,13,91.44,0.67,49.83,77.77,21.49,10,652.25,1,343.08
Lüfer (Bluefish),Marmara Sea,2,476.72,27.52,3.92,3.37,18,75.06,0.63,53.05,68.54,14.66,11,1375.45,0,250.47
Kalkan (Turbot),Aegean Sea,2,644.22,37.44,4.8,5.36,19,70.47,0.52,65.48,18.97,12.49,23,5000.0,0,180.0
Levrek (Sea Bass),Aegean Sea,6,526.71,30.2,3.52,4.83,8,100.0,0.6,62.4,33.58,22.72,18,3339.71,1,276.94
Hamsi (Anchovy),Mediterranean Sea,4,117.2,6.58,1.19,1.57,9,81.93,0.57,44.83,58.85,27.48,14,1131.54,0,232.28
Hamsi (Anchovy),Aegean Sea,3,159.86,8.58,0.81,1.66,4,98.16,0.51,38.35,18.64,23.64,20,2553.33,0,289.52
Çipura (Sea Bream),Black Sea,11,585.6,32.84,4.39,4.08,7,100.0,0.44,49.99,9.68,19.41,27,5000.0,0,216.51
Çipura (Sea Bream),Marmara Sea,6,585.31,31.17,4.0,5.14,19,92.31,0.94,53.33,48.19,21.29,15,2106.68,1,346.79
Hamsi (Anchovy),Black Sea,7,159.15,8.22,1.83,1.05,8,93.57,0.34,37.83,31.96,15.97,21,3339.41,1,180.0
Hamsi (Anchovy),Marmara Sea,7,109.4,5.68,0.98,1.67,2,100.0,0.73,35.15,52.45,15.47,14,1452.96,1,364.41
Levrek (Sea Bass),Black Sea,3,421.6,24.14,3.43,3.52,17,75.32,0.67,38.52,61.0,20.89,10,1657.28,0,241.8
Çipura (Sea Bream),Marmara Sea,1,486.98,27.54,3.17,3.6,6,94.27,0.35,46.07,22.77,14.28,23,4825.13,0,212.03
İstavrit (Horse Mackerel),Aegean Sea,11,253.23,14.87,1.69,2.01,14,100.0,0.33,51.61,23.06,20.66,25,4321.82,0,180.0
İstavrit (Horse Mackerel),Marmara Sea,3,267.53,18.28,2.11,2.67,15,82.18,0.63,29.84,57.33,21.4,15,1914.11,0,220.91
Levrek (Sea Bass),Marmara Sea,2,690.77,39.46,4.96,5.48,4,100.0,0.34,69.48,31.03,22.79,21,4181.78,0,309.07
Hamsi (Anchovy),Mediterranean Sea,11,146.43,10.01,1.48,0.84,9,83.79,0.89,45.12,37.71,16.98,19,2664.16,0,333.16
Lüfer (Bluefish),Aegean Sea,7,558.94,32.05,4.61,4.92,5,99.24,0.54,63.83,14.69,21.38,23,1830.73,0,310.14
Palamut (Bonito),Aegean Sea,11,519.6,29.1,4.35,4.35,5,100.0,0.57,56.91,42.8,14.78,18,3340.22,0,268.41
Lüfer (Bluefish),Black Sea,9,467.18,25.59,3.94,2.9,15,84.34,0.82,54.32,55.17,12.14,14,2260.16,0,261.69
Kalkan (Turbot),Black Sea,3,630.2,37.37,5.48,4.99,2,99.89,0.33,70.79,51.19,21.63,15,2564.26,0,288.23
Hamsi (Anchovy),Marmara Sea,3,119.69,8.95,1.38,0.77,12,92.42,0.64,27.4,75.65,20.5,10,1364.81,0,262.77
Hamsi (Anchovy),Black Sea,2,129.29,6.71,1.45,1.04,17,81.02,0.87,21.52,19.52,10.23,23,3634.27,0,265.32
İstavrit (Horse Mackerel),Black Sea,9,326.89,19.92,2.98,2.88,4,90.81,0.58,31.94,24.42,17.56,21,2280.42,0,291.75
Palamut (Bonito),Aegean Sea,1,702.27,38.73,5.71,5.32,3,82.93,0.31,56.79,74.76,12.36,10,995.48,0,271.38
Palamut (Bonito),Marmara Sea,3,638.68,36.43,5.23,5.34,13,97.87,0.73,60.23,6.41,17.28,27,3783.66,0,299.8
Çipura (Sea Bream),Mediterranean Sea,6,509.06,28.49,4.06,4.25,14,92.69,0.9,51.3,78.18,24.15,10,1007.27,0,350.1
Kalkan (Turbot),Marmara Sea,11,781.61,44.92,5.77,5.83,7,92.24,0.62,72.19,56.7,13.34,10,1316.38,0,374.32
Lüfer (Bluefish),Black Sea,3,559.06,31.62,3.97,4.66,2,100.0,0.61,54.85,15.02,10.84,25,4538.29,0,343.82
Kalkan (Turbot),Aegean Sea,5,729.86,41.18,5.05,5.67,18,91.0,0.5,64.09,74.39,14.53,10,1380.66,0,201.03
Palamut (Bonito),Marmara Sea,11,745.09,42.08,5.51,5.88,16,68.35,0.36,75.59,53.65,12.94,11,878.74,0,180.0
Çipura (Sea Bream),Marmara Sea,11,506.04,29.6,3.51,4.18,19,77.63,0.53,48.62,22.93,18.8,26,2213.72,0,203.46
Palamut (Bonito),Aegean Sea,12,796.86,45.82,6.2,5.7,17,83.9,0.66,73.06,77.63,22.07,10,1805.24,0,352.27
Hamsi (Anchovy),Black Sea,6,141.26,11.58,1.05,1.3,12,96.35,0.41,32.17,12.47,9.7,24,2594.96,0,180.0
Kalkan (Turbot),Aegean Sea,10,697.88,39.21,6.38,5.23,3,100.0,0.32,71.25,29.52,23.34,22,3016.49,0,295.22
Hamsi (Anchovy),Aegean Sea,10,126.29,7.32,1.19,0.99,1,100.0,0.51,29.07,10.44,13.06,22,4782.43,0,259.38
Hamsi (Anchovy),Aegean Sea,12,160.02,7.66,1.66,1.97,18,79.11,0.96,36.28,18.17,14.9,28,5000.0,0,276.39
Çipura (Sea Bream),Mediterranean Sea,8,590.72,34.27,4.22,5.1,12,75.12,0.83,61.85,6.33,19.97,27,5000.0,0,321.81
Lüfer (Bluefish),Black Sea,5,647.22,40.09,5.05,5.33,11,79.04,0.75,61.7,70.77,14.37,10,1734.11,0,361.17
İstavrit (Horse Mackerel),Marmara Sea,2,284.27,17.26,2.74,2.36,1,99.85,0.38,34.91,53.77,21.21,16,2332.76,0,269.89
İstavrit (Horse Mackerel),Marmara Sea,12,302.77,17.21,2.4,2.44,2,100.0,0.36,36.48,61.87,20.64,10,1873.19,0,314.78
Lüfer (Bluefish),Marmara Sea,9,452.93,26.34,3.8,3.59,10,100.0,0.86,42.8,76.98,14.34,10,645.3,0,393.62
Hamsi (Anchovy),Marmara Sea,7,107.75,8.04,0.97,0.93,18,76.5,0.64,25.86,24.17,13.01,21,2959.55,0,180.0
Çipura (Sea Bream),Black Sea,5,442.08,24.6,3.3,3.05,12,93.67,0.69,55.66,32.05,10.43,22,3309.59,0,270.68
Kalkan (Turbot),Mediterranean Sea,8,611.76,35.72,5.11,4.28,10,96.59,0.57,54.46,25.36,18.08,20,4031.87,0,312.81
Hamsi (Anchovy),Mediterranean Sea,8,126.79,9.84,1.08,1.28,10,85.3,0.36,24.42,21.44,17.2,19,2078.95,0,180.0
Palamut (Bonito),Mediterranean Sea,5,792.03,45.36,6.26,5.82,13,90.6,0.43,55.99,59.64,25.27,13,1538.15,0,285.78
Hamsi (Anchovy),Black Sea,5,177.7,8.96,1.1,1.78,10,100.0,0.73,42.58,55.96,15.55,14,1396.16,0,348.82
Hamsi (Anchovy),Aegean Sea,6,138.8,9.93,1.08,0.88,15,76.4,0.5,37.28,57.29,22.17,12,1023.33,0,180.0
İstavrit (Horse Mackerel),Black Sea,12,296.31,17.4,3.21,2.31,17,98.4,0.44,47.29,64.28,8.75,10,1627.9,0,216.8
Hamsi (Anchovy),Aegean Sea,2,130.74,6.31,1.43,0.73,8,94.81,0.95,30.65,62.01,17.62,10,1367.36,0,373.23
Çipura (Sea Bream),Marmara Sea,7,421.53,26.93,2.88,3.84,12,86.24,0.95,55.44,18.88,15.64,25,5000.0,0,382.25
Kalkan (Turbot),Marmara Sea,5,794.38,45.32,6.11,6.43,7,100.0,0.41,72.85,76.24,21.85,10,1771.48,0,286.03
Palamut (Bonito),Black Sea,10,518.3,30.44,3.39,4.23,8,94.74,0.66,59.07,24.34,19.15,23,3629.42,0,312.91
İstavrit (Horse Mackerel),Marmara Sea,1,319.18,20.73,2.41,3.15,14,72.11,0.48,53.19,74.19,22.67,10,1573.43,0,180.0
Palamut (Bonito),Aegean Sea,12,700.2,37.68,5.33,5.24,11,96.2,0.42,60.98,24.46,21.15,19,3219.36,0,259.77
İstavrit (Horse Mackerel),Aegean Sea,8,274.32,13.01,1.6,1.86,6,92.45,0.35,47.68,62.25,20.21,13,2598.93,0,214.22
Palamut (Bonito),Aegean Sea,1,752.0,45.35,6.09,6.02,13,89.03,0.38,69.81,79.63,14.46,10,1256.56,0,234.51
Levrek (Sea Bass),Mediterranean Sea,8,422.72,25.56,3.07,3.15,6,83.18,0.66,43.27,12.94,16.82,23,4164.33,0,275.5
Kalkan (Turbot),Marmara Sea,6,693.97,38.93,5.15,5.08,6,88.95,0.45,70.92,59.27,21.8,15,2090.33,0,313.12
Lüfer (Bluefish),Aegean Sea,2,461.56,24.86,3.88,4.04,5,95.23,0.64,48.63,68.71,15.37,11,1997.85,0,325.04
Levrek (Sea Bass),Aegean Sea,2,620.51,36.69,5.78,4.69,3,91.21,0.41,59.47,65.4,17.92,12,1834.54,0,309.28
Lüfer (Bluefish),Mediterranean Sea,11,556.03,31.01,4.74,4.47,16,92.01,0.89,46.44,51.66,20.17,13,2210.3,0,331.19
Çipura (Sea Bream),Marmara Sea,7,435.08,25.25,3.57,2.99,7,76.01,0.85,52.93,36.12,24.46,18,3672.88,0,370.4
Hamsi (Anchovy),Black Sea,7,108.74,5.22,1.56,0.74,12,100.0,0.72,28.06,76.41,11.88,10,785.35,0,285.75
Hamsi (Anchovy),Marmara Sea,5,137.34,10.88,2.01,1.35,11,80.08,0.71,28.5,65.33,20.2,11,2057.18,0,262.96
İstavrit (Horse Mackerel),Mediterranean Sea,5,265.25,15.92,2.33,2.51,10,90.99,0.34,39.68,20.89,17.15,24,3069.11,1,185.73
Lüfer (Bluefish),Mediterranean Sea,10,609.28,36.15,4.78,5.19,9,87.02,0.85,64.12,29.27,17.11,18,2811.08,0,354.81
Kalkan (Turbot),Aegean Sea,12,786.3,45.18,5.88,5.75,11,86.25,0.72,71.92,54.63,16.35,15,2426.46,0,322.61
Levrek (Sea Bass),Black Sea,7,611.05,37.62,4.73,5.02,10,97.93,0.33,68.6,38.54,15.33,18,3286.68,0,259.81
Levrek (Sea Bass),Mediterranean Sea,1,689.83,37.07,4.91,5.51,5,95.05,0.47,53.45,5.42,24.66,25,3488.19,0,281.76
Çipura (Sea Bream),Aegean Sea,7,370.76,24.81,3.18,3.93,7,77.84,0.98,53.23,13.9,12.31,28,2391.76,1,396.26
Levrek (Sea Bass),Black Sea,8,599.77,36.67,4.45,4.52,9,84.49,0.45,66.45,57.58,8.92,10,759.26,0,290.96
Kalkan (Turbot),Marmara Sea,4,677.55,40.67,5.41,5.18,4,100.0,0.74,64.47,72.77,16.76,10,1435.18,0,412.98
Çipura (Sea Bream),Aegean Sea,12,598.87,34.83,4.76,3.97,2,98.56,0.42,57.59,31.75,13.9,17,1513.06,0,322.83
Levrek (Sea Bass),Black Sea,11,463.57,31.16,3.18,3.62,14,91.85,0.31,42.68,37.72,10.09,20,2958.24,0,190.39
İstavrit (Horse Mackerel),Marmara Sea,2,284.94,15.76,2.5,1.82,2,96.52,0.48,33.47,18.93,19.95,22,4836.85,0,280.81
İstavrit (Horse Mackerel),Mediterranean Sea,3,284.07,17.56,2.43,1.76,5,100.0,0.5,41.32,22.14,17.81,21,1792.49,0,264.51
Lüfer (Bluefish),Aegean Sea,8,588.17,33.0,4.56,4.91,4,97.33,0.48,66.49,53.92,13.57,15,1287.54,0,351.14
Kalkan (Turbot),Black Sea,7,746.36,42.81,5.65,5.56,7,99.77,0.38,73.35,67.69,11.72,12,1094.19,0,335.25
Çipura (Sea Bream),Black Sea,6,375.25,22.28,3.11,2.61,10,100.0,0.91,58.6,32.42,15.76,20,2368.61,0,393.14
Palamut (Bonito),Mediterranean Sea,4,631.7,35.7,4.61,5.05,7,93.53,0.71,59.08,33.59,23.32,19,3105.46,0,333.3
Hamsi (Anchovy),Marmara Sea,12,171.85,10.88,1.55,1.78,11,97.22,0.84,32.63,61.12,15.87,14,1299.5,0,346.1
Lüfer (Bluefish),Aegean Sea,11,649.84,38.29,5.03,5.7,16,99.6,0.94,49.66,24.79,23.5,20,1832.33,0,399.26
Hamsi (Anchovy),Mediterranean Sea,12,125.72,10.38,0.83,1.71,9,100.0,0.85,42.86,64.54,20.64,10,931.74,0,363.33
İstavrit (Horse Mackerel),Aegean Sea,10,329.33,19.18,3.21,2.16,2,100.0,0.69,41.86,60.39,23.1,10,1566.55,0,392.53
İstavrit (Horse Mackerel),Mediterranean Sea,12,295.47,17.82,2.37,2.81,8,98.87,0.43,46.39,45.91,24.55,15,1305.73,0,245.9
İstavrit (Horse Mackerel),Marmara Sea,4,321.58,19.05,3.58,2.7,8,84.71,0.67,49.32,72.48,14.81,10,1754.87,0,297.55
İstavrit (Horse Mackerel),Mediterranean Sea,12,398.45,22.94,4.13,3.53,8,80.48,0.48,40.55,63.28,20.07,12,1841.47,0,224.75
İstavrit (Horse Mackerel),Marmara Sea,2,369.04,20.82,4.02,3.2,19,94.67,0.54,35.76,9.87,16.55,23,5000.0,0,213.21
Çipura (Sea Bream),Aegean Sea,9,589.59,33.2,4.47,4.4,1,100.0,0.59,63.86,33.36,17.82,20,3452.92,0,401.22
Levrek (Sea Bass),Black Sea,3,472.75,28.12,3.9,4.49,4,93.33,0.33,47.93,64.55,20.77,11,2090.97,0,262.06
Kalkan (Turbot),Mediterranean Sea,8,732.07,42.47,5.18,5.58,9,100.0,0.68,52.77,42.02,23.78,17,1583.57,0,331.94
Lüfer (Bluefish),Black Sea,2,471.77,27.84,4.28,3.82,5,94.32,0.47,44.87,30.48,12.94,16,2341.68,0,296.92
Lüfer (Bluefish),Mediterranean Sea,11,615.56,36.96,5.05,4.72,12,97.36,0.85,56.53,52.66,23.12,14,1565.85,0,393.95
Levrek (Sea Bass),Mediterranean Sea,11,689.78,42.8,5.46,4.96,14,86.36,0.66,55.7,55.53,19.08,16,2636.57,0,293.57
Levrek (Sea Bass),Mediterranean Sea,9,596.24,37.14,4.97,4.91,14,100.0,0.69,48.7,9.22,22.52,28,5000.0,0,222.47
Palamut (Bonito),Marmara Sea,3,574.75,34.47,3.86,4.98,6,89.64,0.49,53.67,34.32,22.0,19,1788.24,0,317.57
Lüfer (Bluefish),Black Sea,7,503.54,29.27,4.63,4.05,4,90.98,0.52,58.46,75.68,21.97,10,1769.24,0,324.93
Lüfer (Bluefish),Black Sea,4,664.5,40.22,5.91,5.47,2,100.0,0.31,64.06,58.94,14.5,12,1592.03,0,352.71
Levrek (Sea Bass),Aegean Sea,1,665.34,38.37,4.68,5.14,2,94.8,0.56,67.62,25.76,23.43,23,4400.41,0,355.88
Hamsi (Anchovy),Marmara Sea,10,133.44,7.28,1.01,1.94,9,89.55,0.45,27.14,48.83,22.3,19,2417.74,0,220.52
Hamsi (Anchovy),Marmara Sea,8,108.31,7.11,1.29,0.63,3,100.0,0.43,37.09,28.73,12.63,22,3130.97,0,252.2
Levrek (Sea Bass),Mediterranean Sea,12,634.27,36.72,4.41,4.48,19,76.08,0.41,71.05,18.35,19.13,23,5000.0,0,180.0
Lüfer (Bluefish),Marmara Sea,2,507.24,29.28,4.65,3.93,3,100.0,0.58,41.61,36.16,21.97,15,1301.42,0,374.04
Lüfer (Bluefish),Aegean Sea,11,454.24,26.87,4.11,3.27,6,94.69,0.91,55.69,69.76,21.6,10,1254.67,0,383.48
Lüfer (Bluefish),Marmara Sea,6,670.63,40.38,5.51,5.87,15,77.05,0.36,48.66,45.25,23.43,19,3767.41,0,180.0
Palamut (Bonito),Aegean Sea,11,768.8,43.14,5.36,5.84,9,96.07,0.59,57.65,79.68,12.37,10,1058.81,0,321.06
Palamut (Bonito),Aegean Sea,9,732.42,43.39,5.24,5.24,6,100.0,0.5,68.47,40.71,12.6,18,2742.48,0,319.76
Kalkan (Turbot),Black Sea,12,693.48,42.45,6.03,5.3,14,92.66,0.45,51.39,23.07,15.84,20,1971.8,0,272.97
Çipura (Sea Bream),Black Sea,8,489.81,31.26,3.77,4.37,10,81.81,0.96,43.29,9.63,19.73,26,3346.54,0,371.17
Çipura (Sea Bream),Black Sea,6,372.35,22.96,3.47,2.92,1,98.44,0.99,54.14,40.65,13.77,19,3114.11,0,440.41
Levrek (Sea Bass),Black Sea,11,679.42,37.23,5.42,5.84,11,87.28,0.69,73.24,20.69,9.47,24,2860.18,0,322.68
Kalkan (Turbot),Aegean Sea,6,690.32,38.41,5.25,4.88,11,90.98,0.69,73.95,34.91,23.68,22,1728.63,0,339.04
Palamut (Bonito),Aegean Sea,5,597.69,35.98,4.74,4.66,11,86.73,0.48,62.9,76.5,17.81,10,717.85,0,206.68
Lüfer (Bluefish),Black Sea,12,580.56,32.95,4.11,4.08,10,84.81,0.74,46.15,50.14,14.58,14,2729.02,0,408.75
Levrek (Sea Bass),Mediterranean Sea,5,552.2,30.78,4.47,4.38,15,82.55,0.56,44.04,32.15,27.2,16,2321.61,0,274.69
İstavrit (Horse Mackerel),Mediterranean Sea,1,341.19,20.79,2.5,2.79,9,100.0,0.72,56.43,76.33,18.44,10,1744.99,0,290.44
Palamut (Bonito),Mediterranean Sea,3,712.31,42.04,5.48,5.36,10,98.66,0.58,72.11,8.41,24.82,28,5000.0,0,293.82
Levrek (Sea Bass),Aegean Sea,11,427.24,24.78,3.81,3.25,3,95.38,0.36,53.86,41.0,12.65,16,2310.58,0,260.23
Lüfer (Bluefish),Aegean Sea,4,640.31,33.12,5.02,4.62,7,100.0,0.3,47.39,10.63,16.76,28,5000.0,0,227.0
Lüfer (Bluefish),Black Sea,10,593.97,32.19,4.12,3.86,10,89.96,0.87,54.77,16.9,13.61,22,2883.09,0,399.62
Kalkan (Turbot),Mediterranean Sea,5,770.4,42.99,6.27,4.86,13,85.52,0.63,54.24,43.97,22.15,16,1163.52,0,321.56
İstavrit (Horse Mackerel),Mediterranean Sea,3,249.11,15.66,2.39,2.12,19,83.02,0.72,43.54,43.12,19.06,17,2267.29,0,180.0
Levrek (Sea Bass),Aegean Sea,5,486.67,28.6,4.21,4.21,11,81.55,0.61,54.44,34.97,19.03,18,1433.19,0,313.59
İstavrit (Horse Mackerel),Aegean Sea,1,205.48,14.95,1.6,1.58,19,98.83,0.75,25.48,75.31,20.97,10,1404.91,0,230.94
Kalkan (Turbot),Mediterranean Sea,10,740.48,40.91,5.17,5.6,12,100.0,0.67,61.47,71.09,17.66,12,1414.94,0,319.85
Lüfer (Bluefish),Black Sea,7,655.29,40.52,5.41,4.77,11,82.29,0.69,66.84,57.14,19.87,11,1313.75,1,314.92
Palamut (Bonito),Mediterranean Sea,7,732.69,43.48,5.41,5.14,11,83.94,0.45,61.03,25.12,23.07,24,2666.72,0,293.6
Kalkan (Turbot),Black Sea,7,640.43,34.67,4.96,3.94,7,90.63,0.72,64.75,43.41,13.88,15,1781.3,0,349.65
Levrek (Sea Bass),Black Sea,7,485.99,27.32,3.92,3.99,17,87.54,0.75,39.42,50.89,9.56,15,3071.72,0,233.56
Hamsi (Anchovy),Mediterranean Sea,3,151.26,8.86,1.48,1.28,16,92.07,0.4,45.9,39.87,23.35,20,2103.65,0,180.0
Çipura (Sea Bream),Marmara Sea,2,420.37,23.6,2.71,2.89,10,91.22,0.5,45.54,52.2,12.05,14,1953.68,0,220.11
